Q4,Q5_1,Q5_2,Q7,Q8,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q29_1,Q29_2,Q29_3,Q30
02/28/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),Yes,Wastewater only,,,,,,,721,20,,,,,,,,133,1,,,,,,,,21381.53,1261.8,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,Last report from us on this system.  Pine Island is now the responsibility of Atlantic Sewer - Quarterly Billing.  We will no longer have payment records to complete the report
02/28/21,Water/Sewer,"ENVIRO-TECH OF NORTH CAROLINA, INC. (Docket Number W-1165)",Yes,Wastewater only,,,,,,,212,0,,,,,,,,53,0,,,,,,,,16661.63,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
02/28/21,Water/Sewer,"Ginguite Woods Water Reclamation Association, Inc. (Docket Number W-1139)",Yes,Wastewater only,,,,,,,39,0,,,,,,,,17,0,,,,,,,,2531.7,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
02/28/21,Water/Sewer,"Bay Tree Utility Company; Lake Creek Corp., d/b/a (Docket Number W-1080)",Yes,Wastewater only,,,,,,,177,0,,,,,,,,8,0,,,,,,,,4252.94,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,,,328.98,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
02/28/21,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,494,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"H H WATER, LLC (Docket Number W-1318)",Yes,Water only,,,,,,,225,2,,,,,,,,26,1,,,,,,,,783.01,2984.9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
02/28/21,Water/Sewer,Cross-State Development Corporation (Docket Number W-408),Yes,Water only,,,,,,,170,0,,,,,,,,34,0,,,,,,,,2420.11,0,,,,,,,,4,0,,,,,,,,4,0,,,,,,,,1552.57,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,Harrco Utility Corporation (Docket Number W-796),Yes,Wastewater only,,,,,,,96,1,,,,,,,,10,0,,,,,,,,1650.24,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",Yes,Both water and wastewater customers,33578,559,19792,667,,,,,,2915,47,1266,62,,,,,,516253.01,46134.76,302752.63,49649.31,,,,,,494,2,0,0,,,,,,480,2,0,0,,,,,,281039.92,17330.37,0,0,,,,,,15,0,4,0,,,,,,3,0,5,0,,,,,,3,0,0,0,,,,,,26,0,23,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1745,0,1677,7,,,,,,69,0,123,0,,,,,,2829.54,0,5918.76,0,,,,,,20,0,29,0,,,,,,8,0,23,0,,,,,,1250.42,0,1068.71,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",No,Wastewater only,,,,,,,,,795,,,,,,,,,7,,,,,,,,,3405,,,,,,,,,0,,,,,,,,,0,,,,,,,,,3405,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,"we are a very small , community sewer provider 486 residential home customers, and 312 condo customers.  We bill quarterly.   Many homes are second or vacation homes with absent residences.  I try to do collections in the summer when the owners come down to stay in their own unit. "
02/28/21,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,135,,,,,,,,,3726.77,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,142,1,,,,,,,,43429.4,11239.89,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1420,9,,,,,,,,127,2,,,,,,,,11180.38,182.02,,,,,,,,48,0,,,,,,,,29,0,,,,,,,,3610.66,0,,,,,,,,5,0,,,,,,,,2,0,,,,,,,,2,0,,,,,,,,3,0,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5463,181,,,,,,,,206,4,,,,,,,,15268.45,415.81,,,,,,,,49,1,,,,,,,,25,1,,,,,,,,3928.78,196.11,,,,,,,,4,0,,,,,,,,4,0,,,,,,,,2,0,,,,,,,,4,0,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,680,70,,,,,,,,34,11,,,,,,,,3044.28,10561.05,,,,,,,,5,0,,,,,,,,4,0,,,,,,,,500.89,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,592,0,313,2,,,,,,25,0,0,0,,,,,,1888.02,0,225.28,0,,,,,,8,0,6,0,,,,,,1,0,4,0,,,,,,1551.2,0,562.1,0,,,,,,2,0,2,0,,,,,,2,0,2,0,,,,,,2,0,2,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Electric,New River Light and Power Company (Docket Number E-34),Yes,,,,,,,,6898,1806,,,,,,,,407,73,,,,,,,,36046.4,15616.72,,,,,,,,65,2,,,,,,,,65,2,,,,,,,,11474.99,6427.72,,,,,,,,49,0,,,,,,,,49,0,,,,,,,,49,0,,,,,,,,0,0,,Yes,Yes,Yes,Customer disconnects/reconnects are ALL prepaid customers - no traditional billed customers have been disconnected/reconnected. All residential customers with past due balances were emailed info on past due amounts and payment plan information. All customers were emailed about return to normal billing operations. All emails contain payment plan options and information. Customers can also visit our website where there are resources and information regarding our COVID-19 response.
02/28/21,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2540,2011,,,,,,,,185,69,,,,,,,,25388.71,81242.09,,,,,,,,9,5,,,,,,,,9,5,,,,,,,,4177.76,8230.32,,,,,,,,0,0,,,,,,,,2,0,,,,,,,,0,0,,,,,,,,2,1,,Yes,Yes,Yes,
02/28/21,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1123,2,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,We are on an annual billing - one bill January 1st each year.  We do give our residents time to pay their bills and we do not discontinue service for non-payment.  We send monthly statements with balances due.
02/28/21,Water/Sewer,Gensinger; John (Docket Number W-549),Yes,Water only,,,,,,,35,1,,,,,,,,3,0,,,,,,,,610.19,0,,,,,,,,2,0,,,,,,,,0,0,,,,,,,,486.59,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
02/28/21,Electric,Western Carolina University (Docket Number E-35),Yes,,,,,,,,3653,195,,,,,,,,222,21,,,,,,,,36656.95,17627.03,,,,,,,,7,9,,,,,,,,7,9,,,,,,,,1941.01,12971.4,,,,,,,,15,0,,,,,,,,15,0,,,,,,,,15,0,,,,,,,,0,0,,Yes,Yes,Yes,
02/28/21,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,105266,18482,,,,,,,,18960,1330,,,,,,,,9317355.06,534976.15,,,,,,,,7227,139,,,,,,,,7227,139,,,,,,,,7762785,338628.7,,,,,,,,29,70,,,,,,,,14,29,,,,,,,,10,22,,,,,,,,1,1,,Yes,Yes,Yes,
02/28/21,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,1132,782,0,2,,,,,,107,10,0,0,,,,,,10794,7243,0,0,,,,,,1,2,0,0,,,,,,1,2,0,0,,,,,,510.7,1038.35,0,0,,,,,,25,15,0,0,,,,,,15,9,0,0,,,,,,13,6,0,0,,,,,,9,12,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"A & D Water Service, Inc. (Docket Number W-1049)",Yes,Both water and wastewater customers,428,1,425,14,,,,,,69,0,53,0,,,,,,8280.36,0,13111.62,0,,,,,,1,0,1,0,,,,,,0,0,0,0,,,,,,194.29,0,340.31,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,381,,,,,,,,,76,,,,,,,,,42434.83,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/21,Water/Sewer,"KDHWWTP, L.L.C. (Docket Number W-1160)",No,Wastewater only,,,,,,,,,381,,,,,,,,,162,,,,,,,,,140698.78,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
02/28/21,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,560,0,,,,,,,,9,0,,,,,,,,332.23,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/21,Water/Sewer,"904 Georgetown Treatment Plant, LLC (Docket Number W-1141)",No,Wastewater only,,,,,,,,,795,,,,,,,,,17,,,,,,,,,4779,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,we area  very small residential service company. We bill quarterly and the condo association pays for half of the customers in one lump sum.  Many of the homeowners are part time residents -- those are the customers that I have to work on getting current.  
11/30/20,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,592,0,313,2,,,,,,27,0,20,0,,,,,,1661.84,0,1123.12,0,,,,,,10,0,8,0,,,,,,5,0,2,0,,,,,,1661.84,0,1128.12,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
12/31/20,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,592,0,313,2,,,,,,18,0,15,0,,,,,,1401,0,781.1,0,,,,,,8,0,5,0,,,,,,6,0,5,0,,,,,,1401,0,781.1,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
01/31/21,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,592,0,313,2,,,,,,21,0,12,0,,,,,,1435.25,0,665.88,0,,,,,,8,0,5,0,,,,,,6,0,5,0,,,,,,1435.25,0,665.88,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
10/31/20,Water/Sewer,"CLARKE UTILITIES, Inc. (Docket Number W-1205)",Yes,Both water and wastewater customers,590,0,313,2,,,,,,18,0,12,0,,,,,,1125.36,0,536.56,0,,,,,,7,0,4,0,,,,,,5,0,2,0,,,,,,1125.36,0,536.36,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
09/30/20,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),No,Both water and wastewater customers,,,,,497,470,,,,,,,,157,128,,,,,,,,3345.78,6870.34,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/21,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),No,Both water and wastewater customers,,,,,486,461,,,,,,,,66,52,,,,,,,,4549.11,8818.82,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
12/31/20,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),No,Both water and wastewater customers,,,,,488,463,,,,,,,,63,53,,,,,,,,4173.65,9370.19,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
10/31/20,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,777,,,,,,,,,11,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,No,No,No,
11/30/20,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,772,,,,,,,,,7,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,No,No,No,
12/31/20,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,776,,,,,,,,,5,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,No,No,No,
01/31/21,Water/Sewer,"WATER QUALITY UTILITIES, INC. (Docket Number W-1264)",No,Wastewater only,,,,,,,,,778,,,,,,,,,5,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,No,No,No,
01/31/21,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,812,65,72,40,,,,,,27,1,28,1,,,,,,3729,0,0,0,,,,,,3,0,3,0,,,,,,3,0,3,0,,,,,,1572,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
01/31/21,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,704052,73572,,,,,,,,83898,6658,,,,,,,,12192715.49,5499236.39,,,,,,,,15154,391,,,,,,,,8869,245,,,,,,,,1035468.15,241692.28,,,,,,,,763,188,,,,,,,,309,77,,,,,,,,69,17,,,,,,,,944,381,,Yes,Yes,Yes,
01/31/21,Water/Sewer,Pine Island-Currituck LLC (Docket Number W-1072),Yes,Wastewater only,,,,,,,721,20,,,,,,,,36,0,,,,,,,,7057.38,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
01/31/21,Water/Sewer,"ENVIRO-TECH OF NORTH CAROLINA, INC. (Docket Number W-1165)",Yes,Wastewater only,,,,,,,232,0,,,,,,,,25,0,,,,,,,,12095.5,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
01/31/21,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,559604,57675,,,,,,,,42808,2866,,,,,,,,5020000,940000,,,,,,,,7170,135,,,,,,,,6499,92,,,,,,,,931000,59000,,,,,,,,825,64,,,,,,,,656,37,,,,,,,,399,19,,,,,,,,14,5,,Yes,Yes,Yes,"Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans.
Data provided represents 01/01/2021 through 01/31/2021.
PSNC has resumed normal disconnection and accrual processes in accordance with Commission order dated July 29, 2020, in Docket No. M-100, SUB 158.
Reconnection numbers listed prior to October 2020, represent customers who where disconnected for non-payment prior to March 13, did not reconnect thereby final billed in June.  Same customer re-establishing service/account in September 2020."
01/31/21,Water/Sewer,"Ginguite Woods Water Reclamation Association, Inc. (Docket Number W-1139)",Yes,Wastewater only,,,,,,,38,0,,,,,,,,16,0,,,,,,,,2169,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
01/31/21,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1249692,213682,,,,,,,,139960,7864,,,,,,,,22959641,6524305,,,,,,,,69272,2020,,,,,,,,49452,1670,,,,,,,,6221586,537370,,,,,,,,7248,752,,,,,,,,7079,741,,,,,,,,6395,577,,,,,,,,1411,191,,Yes,Yes,Yes,"Duke Energy processed payments to approximately 9K NC accounts totaling over $5 million in funds in January as part of the NC HOPE program. 
o	In December, we temporarily suspended non-pay disconnects for customers who had applied for NC HOPE funds. 
In addition to NC HOPE suspensions, the Company suspended disconnections around the holidays, which further reduced our total number of disconnections in December.
The suspensions in December were a major driver of the month over month increase in disconnections. 
"
01/31/21,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1824852,577989,,,,,,,,289712,17669,,,,,,,,82776274,10588237,,,,,,,,84616,1587,,,,,,,,84616,1587,,,,,,,,30863512,1460903,,,,,,,,9313,665,,,,,,,,6774,415,,,,,,,,5729,327,,,,,,,,0,0,,Yes,Yes,Yes,"Duke Energy processed payments to approximately 9K NC accounts totaling over $5 million in funds in January as part of the NC HOPE program. 
o	In December, we temporarily suspended non-pay disconnects for customers who had applied for NC HOPE funds. 
In addition to NC HOPE suspensions, the Company suspended disconnections around the holidays, which further reduced our total number of disconnections in December.
The suspensions in December were a major driver of the month over month increase in disconnections. 
"
01/31/21,Water/Sewer,"OLD NORTH STATE WATER COMPANY, LLC (Docket Number W-1300)",Yes,Both water and wastewater customers,1704,0,1858,8,,,,,,54,0,82,0,,,,,,2106.22,0,3936.43,0,,,,,,18,0,24,0,,,,,,8,0,23,0,,,,,,1429.05,0,1068.71,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/21,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2518,2002,,,,,,,,219,79,,,,,,,,26320.51,71486.47,,,,,,,,7,5,,,,,,,,7,5,,,,,,,,3580.72,7946.08,,,,,,,,2,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,1,1,,Yes,Yes,Yes,
01/31/21,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,494,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/21,Water/Sewer,"Bay Tree Utility Company; Lake Creek Corp., d/b/a (Docket Number W-1080)",Yes,Wastewater only,,,,,,,177,0,,,,,,,,18,0,,,,,,,,4444.72,0,,,,,,,,1,0,,,,,,,,1,0,,,,,,,,369.6,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
01/31/21,Water/Sewer,"H H WATER, LLC (Docket Number W-1318)",Yes,Water only,,,,,,,224,2,,,,,,,,43,2,,,,,,,,1317.69,4302.59,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,No,No,
01/31/21,Water/Sewer,Scientific Water and Sewerage Corporation (Docket Number W-176),Yes,Both water and wastewater customers,1435,5,1561,5,,,,,,595,5,615,5,,,,,,28581.22,783.65,24715.64,993.54,,,,,,30,0,30,0,,,,,,4,0,4,0,,,,,,8736.92,0,8736.92,0,,,,,,74,0,74,0,,,,,,63,0,63,0,,,,,,60,0,60,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
10/31/20,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,2,1,,,,,,,,2,1,,,,,,,,2802901,1101502,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/21,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,3,2,,,,,,,,1,1,,,,,,,,8706.75,117170,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
01/31/21,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,602,0,410,0,,,,,,41,0,40,0,,,,,,1135,0,1008,0,,,,,,9,0,9,0,,,,,,6,0,6,0,,,,,,2437,0,1101,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,3,0,3,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
01/31/21,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,273,0,273,0,,,,,,40,0,40,0,,,,,,276,0,192,0,,,,,,1,0,1,0,,,,,,0,0,0,0,,,,,,136,0,190,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
01/31/21,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,105170,18491,,,,,,,,18153,1339,,,,,,,,9501893.81,624984.41,,,,,,,,7503,145,,,,,,,,7503,145,,,,,,,,7419631.87,166896.82,,,,,,,,2,37,,,,,,,,1,12,,,,,,,,1,10,,,,,,,,1,27,,Yes,Yes,Yes,
01/31/21,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1397,9,,,,,,,,104,1,,,,,,,,7430.16,134.11,,,,,,,,51,0,,,,,,,,32,0,,,,,,,,4343.55,0,,,,,,,,15,0,,,,,,,,12,0,,,,,,,,9,0,,,,,,,,3,0,,Yes,Yes,Yes,
01/31/21,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5442,181,,,,,,,,175,8,,,,,,,,19923.35,1163.21,,,,,,,,52,3,,,,,,,,34,2,,,,,,,,5240.9,318.47,,,,,,,,7,0,,,,,,,,1,0,,,,,,,,5,0,,,,,,,,2,0,,Yes,Yes,Yes,
01/31/21,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,675,70,,,,,,,,23,1,,,,,,,,2420.25,195.44,,,,,,,,5,0,,,,,,,,3,0,,,,,,,,613.26,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,1,0,,,,,,,,0,0,,Yes,Yes,Yes,
01/31/21,Water/Sewer,SAXAPAHAW UTILITY COMPANY (Docket Number W-1250),Yes,Both water and wastewater customers,145,20,0,20,,,,,,5,3,0,3,,,,,,499.98,2071.73,0,2985.51,,,,,,2,0,0,1,,,,,,2,0,0,0,,,,,,252.78,379.86,0,415.25,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
